	Kingdom	Phylum	Class	Order	Family	Genus	Species	Subspecies	Name
MGS.hg0001	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides vulgatus	unclassified	Bacteroides vulgatus
MGS.hg0002	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	unclassified	Bacteroides uniformis
MGS.hg0003	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	[Eubacterium] rectale	unclassified	[Eubacterium] rectale
MGS.hg0004	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Blautia wexlerae	unclassified	Blautia wexlerae
MGS.hg0005	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Fusicatenibacter saccharivorans	unclassified	Fusicatenibacter saccharivorans
MGS.hg0006	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	unclassified	Bacteroides ovatus
MGS.hg0007	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	unclassified	Parabacteroides distasonis
MGS.hg0008	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	unclassified	Alistipes putredinis
MGS.hg0009	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	unclassified	Faecalibacterium prausnitzii
MGS.hg0010	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	unclassified	Anaerostipes hadrus
MGS.hg0011	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia faecis	unclassified	Roseburia faecis
MGS.hg0012	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	unclassified	unclassified	Eubacterium sp.
MGS.hg0013	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bromii	unclassified	Ruminococcus bromii
MGS.hg0014	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AF34-10BH	unclassified	Clostridium sp. AF34-10BH
MGS.hg0015	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	unclassified	Faecalibacterium prausnitzii
MGS.hg0016	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae	unclassified	Parabacteroides merdae
MGS.hg0017	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Subdoligranulum sp. APC924/74	unclassified	Subdoligranulum sp. APC924/74
MGS.hg0018	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	unclassified	Faecalibacterium prausnitzii
MGS.hg0019	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides dorei	unclassified	Bacteroides dorei
MGS.hg0020	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella aerofaciens	unclassified	Collinsella aerofaciens
MGS.hg0021	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	Bifidobacterium longum subsp. longum	Bifidobacterium longum subsp. longum
MGS.hg0022	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes sp. AF14-19	unclassified	Alistipes sp. AF14-19
MGS.hg0023	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides xylanisolvens	unclassified	Bacteroides xylanisolvens
MGS.hg0024	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae	unclassified	Bacteroides caccae
MGS.hg0025	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bicirculans	unclassified	Ruminococcus bicirculans
MGS.hg0026	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena	unclassified	Dorea longicatena
MGS.hg0027	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	unclassified	Barnesiella intestinihominis
MGS.hg0028	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	Ruminococcaceae bacterium TF06-43	unclassified	Ruminococcaceae bacterium TF06-43
MGS.hg0029	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] hallii	unclassified	[Eubacterium] hallii
MGS.hg0030	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	unclassified	Faecalibacterium prausnitzii
MGS.hg0031	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Blautia massiliensis	unclassified	Blautia massiliensis
MGS.hg0032	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes finegoldii	unclassified	Alistipes finegoldii
MGS.hg0033	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	unclassified	Gemmiger formicilis
MGS.hg0034	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	unclassified	Roseburia inulinivorans
MGS.hg0035	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter splanchnicus	unclassified	Odoribacter splanchnicus
MGS.hg0036	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides thetaiotaomicron	unclassified	Bacteroides thetaiotaomicron
MGS.hg0037	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia intestinalis	unclassified	Roseburia intestinalis
MGS.hg0038	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	unclassified	Bifidobacterium adolescentis
MGS.hg0039	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus comes	unclassified	Coprococcus comes
MGS.hg0040	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Eubacterium	Firmicutes bacterium AF36-3BH	unclassified	Firmicutes bacterium AF36-3BH
MGS.hg0041	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	unclassified	unclassified	Blautia sp.
MGS.hg0042	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus sp. AM42-11	unclassified	Ruminococcus sp. AM42-11
MGS.hg0043	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Clostridiales bacterium KLE1615	unclassified	Clostridiales bacterium KLE1615
MGS.hg0044	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	Lachnospira pectinoschiza	unclassified	Lachnospira pectinoschiza
MGS.hg0045	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	unclassified	unclassified	Faecalibacterium sp.
MGS.hg0046	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AF37-5	unclassified	Clostridium sp. AF37-5
MGS.hg0047	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	unclassified	unclassified	unclassified	Oscillospiraceae sp.
MGS.hg0048	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	unclassified	Akkermansia muciniphila
MGS.hg0049	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0050	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	unclassified	Escherichia coli
MGS.hg0051	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes obesi	unclassified	Alistipes obesi
MGS.hg0052	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides massiliensis	unclassified	Bacteroides massiliensis
MGS.hg0053	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0054	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	unclassified	Prevotella copri
MGS.hg0055	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes finegoldii	unclassified	Alistipes finegoldii
MGS.hg0056	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	unclassified	Bacteroides fragilis
MGS.hg0057	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified	unclassified	Ruminococcaceae sp.
MGS.hg0058	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	Firmicutes bacterium AF36-19BH	unclassified	Firmicutes bacterium AF36-19BH
MGS.hg0059	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides cellulosilyticus	unclassified	Bacteroides cellulosilyticus
MGS.hg0060	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0061	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	bacterium LF-3	unclassified	bacterium LF-3
MGS.hg0062	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	Firmicutes bacterium AF22-6AC	unclassified	Firmicutes bacterium AF22-6AC
MGS.hg0063	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	[Eubacterium] siraeum	unclassified	[Eubacterium] siraeum
MGS.hg0064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia sp. SG-772	unclassified	Blautia sp. SG-772
MGS.hg0065	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia obeum	unclassified	Blautia obeum
MGS.hg0066	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0067	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia hominis	unclassified	Roseburia hominis
MGS.hg0068	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus lactaris	unclassified	Ruminococcus lactaris
MGS.hg0069	Bacteria	Firmicutes	Clostridia	Clostridiales	Oscillospiraceae	Oscillibacter	Oscillibacter sp. KLE 1745	unclassified	Oscillibacter sp. KLE 1745
MGS.hg0070	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	unclassified	Faecalibacterium prausnitzii
MGS.hg0071	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0072	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. TF06-15AC	unclassified	Clostridium sp. TF06-15AC
MGS.hg0073	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified	unclassified	Ruminococcus sp.
MGS.hg0074	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AF23-8	unclassified	Clostridium sp. AF23-8
MGS.hg0075	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Agathobaculum butyriciproducens	unclassified	Agathobaculum butyriciproducens
MGS.hg0076	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0077	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella wadsworthensis	unclassified	Sutterella wadsworthensis
MGS.hg0078	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Lachnospiraceae bacterium OF11-28	unclassified	Lachnospiraceae bacterium OF11-28
MGS.hg0079	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] torques	unclassified	[Ruminococcus] torques
MGS.hg0080	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium faecium	unclassified	Phascolarctobacterium faecium
MGS.hg0081	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus eutactus	unclassified	Coprococcus eutactus
MGS.hg0082	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Roseburia sp. AF34-16	unclassified	Roseburia sp. AF34-16
MGS.hg0083	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0084	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor plautii	unclassified	Flavonifractor plautii
MGS.hg0085	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	unclassified	unclassified	Faecalibacterium sp.
MGS.hg0086	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister invisus	unclassified	Dialister invisus
MGS.hg0087	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0088	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	[Ruminococcus] gnavus	unclassified	[Ruminococcus] gnavus
MGS.hg0089	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella clara	unclassified	Paraprevotella clara
MGS.hg0090	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM49-4BH	unclassified	Clostridium sp. AM49-4BH
MGS.hg0091	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0092	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0093	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	Bilophila wadsworthia	unclassified	Bilophila wadsworthia
MGS.hg0094	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0095	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0096	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0097	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium ventriosum	unclassified	Eubacterium ventriosum
MGS.hg0098	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	Coprococcus catus	unclassified	Coprococcus catus
MGS.hg0099	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	Dorea longicatena	unclassified	Dorea longicatena
MGS.hg0100	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium bifidum	unclassified	Bifidobacterium bifidum
MGS.hg0101	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium pseudocatenulatum	unclassified	Bifidobacterium pseudocatenulatum
MGS.hg0102	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0103	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	unclassified	unclassified	Eubacterium sp.
MGS.hg0104	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. AM32-2	unclassified	Clostridium sp. AM32-2
MGS.hg0105	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0106	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	unclassified	unclassified	Faecalibacterium sp.
MGS.hg0107	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	Parasutterella excrementihominis	unclassified	Parasutterella excrementihominis
MGS.hg0108	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria sp.
MGS.hg0109	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides eggerthii	unclassified	Bacteroides eggerthii
MGS.hg0110	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0111	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0112	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unclassified	unclassified	Clostridium sp.
MGS.hg0113	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerotignum	Firmicutes bacterium AF19-2LB	unclassified	Firmicutes bacterium AF19-2LB
MGS.hg0114	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0115	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0116	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Anaerostipes hadrus	unclassified	Anaerostipes hadrus
MGS.hg0117	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter smithii	unclassified	Methanobrevibacter smithii
MGS.hg0118	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0119	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides faecis	unclassified	Bacteroides faecis
MGS.hg0120	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Flavonifractor plautii	unclassified	Flavonifractor plautii
MGS.hg0121	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0122	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides finegoldii	unclassified	Bacteroides finegoldii
MGS.hg0123	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0124	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruthenibacterium	Ruthenibacterium lactatiformans	unclassified	Ruthenibacterium lactatiformans
MGS.hg0125	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella sp. KLE1602	unclassified	Sutterella sp. KLE1602
MGS.hg0126	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	unclassified	unclassified	Eubacterium sp.
MGS.hg0127	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	unclassified	Faecalibacterium prausnitzii
MGS.hg0128	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0129	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus parainfluenzae	unclassified	Haemophilus parainfluenzae
MGS.hg0130	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides plebeius	unclassified	Bacteroides plebeius
MGS.hg0131	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus thermophilus	unclassified	Streptococcus thermophilus
MGS.hg0132	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0133	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister sp. Marseille-P5638	unclassified	Dialister sp. Marseille-P5638
MGS.hg0134	Bacteria	Firmicutes	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Firmicutes sp.
MGS.hg0135	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria sp.
MGS.hg0136	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes ihumii	unclassified	Alistipes ihumii
MGS.hg0137	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. OF03-18AA	unclassified	Clostridium sp. OF03-18AA
MGS.hg0138	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] hallii	unclassified	[Eubacterium] hallii
MGS.hg0139	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus callidus	unclassified	Ruminococcus callidus
MGS.hg0140	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella parvula	unclassified	Veillonella parvula
MGS.hg0141	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Asaccharobacter	Asaccharobacter celatus	unclassified	Asaccharobacter celatus
MGS.hg0142	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Eubacterium ramulus	unclassified	Eubacterium ramulus
MGS.hg0143	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus salivarius	unclassified	Streptococcus salivarius
MGS.hg0144	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0145	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	unclassified	Faecalibacterium prausnitzii
MGS.hg0146	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	Phascolarctobacterium succinatutens	unclassified	Phascolarctobacterium succinatutens
MGS.hg0147	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified	unclassified	unclassified	Ruminococcaceae sp.
MGS.hg0148	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Butyricicoccus	Butyricicoccus sp. AM42-5AC	unclassified	Butyricicoccus sp. AM42-5AC
MGS.hg0149	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	unclassified	unclassified	unclassified	unclassified	Eggerthellales sp.
MGS.hg0150	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0151	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Lachnospiraceae bacterium TF01-11	unclassified	Lachnospiraceae bacterium TF01-11
MGS.hg0152	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides salyersiae	unclassified	Bacteroides salyersiae
MGS.hg0153	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0154	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	unclassified	Prevotella copri
MGS.hg0155	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	unclassified	unclassified	Blautia sp.
MGS.hg0156	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0157	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Lachnoclostridium	Clostridiaceae bacterium OM08-6BH	unclassified	Clostridiaceae bacterium OM08-6BH
MGS.hg0158	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0159	Bacteria	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteria sp.
MGS.hg0160	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0161	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	unclassified	unclassified	Blautia sp.
MGS.hg0162	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified	unclassified	unclassified	unclassified	Bacteroidales sp.
MGS.hg0163	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
MGS.hg0164	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0165	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	Butyrivibrio crossotus	unclassified	Butyrivibrio crossotus
MGS.hg0166	Bacteria	Firmicutes	Clostridia	unclassified	unclassified	unclassified	unclassified	unclassified	Clostridia sp.
MGS.hg0167	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0168	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Flavonifractor	Ruminococcaceae bacterium KLE1738	unclassified	Ruminococcaceae bacterium KLE1738
MGS.hg0169	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides intestinalis	unclassified	Bacteroides intestinalis
MGS.hg0170	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0171	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	unclassified	unclassified	Catenibacterium sp.
MGS.hg0172	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0173	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
MGS.hg0174	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified	unclassified	unclassified	Lachnospiraceae sp.
MGS.hg0175	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified	unclassified	unclassified	unclassified	Clostridiales sp.
MGS.hg0176	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes indistinctus	unclassified	Alistipes indistinctus
MGS.hg0177	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified sp.
